Name,Rank score,Rank Stdev (% out 2929)
HORDEOLUM,0.34,20.54
ORAL INFECTION,0.34,4.46
ULCER,0.34,19.66
PERIORBITAL OEDEMA,0.34,25.60
MIOSIS,0.34,31.89
HYPOHIDROSIS,0.34,6.66
MICTURITION URGENCY,0.34,17.75
BLEEDING TIME PROLONGED,0.34,5.60
MOBILITY DECREASED,0.34,11.70
SCIATICA,0.34,4.61
URINARY TRACT DISORDER,0.34,21.30
PAROTITIS,0.34,13.42
CHLOASMA,0.34,4.92
ABNORMAL SENSATION IN EYE,0.34,20.03
ACUTE SINUSITIS,0.34,11.24
PHIMOSIS,0.34,32.27
DYSPAREUNIA,0.34,10.31
FAECES HARD,0.34,15.33
JOINT CREPITATION,0.34,14.21
GENITAL PRURITUS FEMALE,0.34,18.16
SKIN PAPILLOMA,0.34,14.45
MUTISM,0.34,6.44
SKIN BURNING SENSATION,0.34,8.22
HAPTOGLOBIN INCREASED,0.34,12.85
VISUAL DISTURBANCE,0.34,8.13
SPERMATOZOA ABNORMAL,0.34,15.90
PARAESTHESIA,0.34,22.23
CHEST PAIN,0.34,5.79
SKIN BACTERIAL INFECTION,0.34,22.24
VITILIGO,0.34,27.72
CIRCADIAN RHYTHM SLEEP DISORDER,0.34,14.15
STRABISMUS,0.34,22.45
ELECTROCARDIOGRAM T WAVE INVERSION,0.34,6.39
CENTRAL OBESITY,0.34,2.87
BLOOD CULTURE POSITIVE,0.34,22.54
CELLULITIS,0.34,11.51
COMPULSIONS,0.34,4.63
ANOSMIA,0.34,5.39
PAROSMIA,0.34,8.45
CONJUNCTIVITIS ALLERGIC,0.34,27.98
ERYTHEMA MULTIFORME,0.33,34.64
GLOSSITIS,0.33,19.33
RECTAL CRAMPS,0.33,4.12
DIZZINESS POSTURAL,0.33,9.26
OESTROGENIC EFFECT,0.33,4.41
PHOTOPSIA,0.33,8.09
BODY TEMPERATURE INCREASED,0.33,8.23
DERMATITIS EXFOLIATIVE,0.33,11.50
HALO VISION,0.33,6.29
ERYTHEMA OF EYELID,0.33,14.93
APPETITE DISORDER,0.33,2.21
VAGINAL INFECTION,0.33,6.30
SPECIFIC GRAVITY URINE INCREASED,0.33,4.48
GRANULOMA SKIN,0.33,10.23
COSTOVERTEBRAL ANGLE TENDERNESS,0.33,36.51
AGGRESSION,0.33,7.51
FLUID IMBALANCE,0.33,12.95
METRORRHAGIA,0.33,24.95
FIXED ERUPTION,0.33,23.63
PROTHROMBIN TIME SHORTENED,0.33,1.90
VIRILISM,0.33,24.08
BONE PAIN,0.33,18.80
RESTLESS LEGS SYNDROME,0.33,23.66
URETHRITIS,0.33,9.15
PARAPSORIASIS,0.33,6.34
IMPERFORATE HYMEN,0.33,13.05
HYPOSMIA,0.33,20.94
NECK MASS,0.33,5.86
RETINAL EXUDATES,0.33,16.32
ATROPHIC GLOSSITIS,0.33,9.50
SERUM SICKNESS-LIKE REACTION,0.33,22.40
PRECOCIOUS PUBERTY,0.32,6.69
ILLUSION,0.32,1.33
RETICULOCYTE COUNT INCREASED,0.32,19.30
SKIN ULCER,0.32,8.72
MELANOSIS,0.32,9.48
GLOBULINS INCREASED,0.32,8.84
DERMOGRAPHISM,0.32,11.47
POLLAKIURIA,0.32,13.93
GASTROINTESTINAL TRACT IRRITATION,0.32,5.18
UTERINE PAIN,0.32,17.38
TOOTH LOSS,0.32,7.79
HYPOREFLEXIA,0.32,12.88
BLEPHAROSPASM,0.32,22.46
ANAEMIA VITAMIN B12 DEFICIENCY,0.32,13.39
EYELID PTOSIS,0.32,15.23
URTICARIA,0.32,30.89
INJECTION SITE INFECTION,0.32,5.83
EMOTIONAL POVERTY,0.32,4.99
PHANTOM PAIN,0.32,25.54
AGORAPHOBIA,0.32,9.38
FOLLICULITIS,0.32,9.61
OTITIS MEDIA ACUTE,0.32,9.21
SLEEP TERROR,0.32,22.77
DYSPEPSIA,0.32,11.38
STEATORRHOEA,0.32,11.23
ONYCHOCLASIS,0.32,5.46
PANIC DISORDER,0.32,9.87
GENITAL PRURITUS MALE,0.32,29.39
MADAROSIS,0.31,12.67
HIRSUTISM,0.31,15.10
LOCALISED OEDEMA,0.31,24.02
PSEUDOCYST,0.31,2.03
GINGIVITIS,0.31,7.58
LACRIMAL DISORDER,0.31,9.24
THERAPEUTIC RESPONSE DECREASED,0.31,0.18
BRONCHITIS,0.31,12.99
DYSGEUSIA,0.31,19.82
EPIGASTRIC DISCOMFORT,0.31,15.55
REGURGITATION,0.31,12.74
PARONYCHIA,0.31,11.81
RETINAL DEPIGMENTATION,0.31,19.07
CHOKING SENSATION,0.31,14.41
ACUTE ABDOMEN,0.31,18.83
VISUAL FIELD DEFECT,0.31,3.60
CONJUNCTIVITIS,0.31,6.01
POLYDIPSIA,0.31,6.62
SINGLE UMBILICAL ARTERY,0.31,5.63
RASH PAPULAR,0.31,17.88
ACNE FULMINANS,0.31,11.87
BLOOD CHOLESTEROL INCREASED,0.31,8.42
"HALLUCINATION, AUDITORY",0.31,17.02
POLYDACTYLY,0.31,4.88
TINEA PEDIS,0.31,11.79
VITAMIN D DEFICIENCY,0.31,4.91
DIURETIC EFFECT,0.31,7.76
FLANK PAIN,0.31,13.47
ADHESION,0.31,3.85
OLIGURIA,0.31,34.90
SENSORY DISTURBANCE,0.31,18.21
XANTHOPSIA,0.30,13.98
CORNEAL SCAR,0.30,15.84
PAINFUL ERECTION,0.30,20.32
BEDRIDDEN,0.30,6.79
SINUS DISORDER,0.30,9.41
SKIN BLEEDING,0.30,19.80
IRON DEFICIENCY ANAEMIA,0.30,18.82
RASH ERYTHEMATOUS,0.30,6.22
NASOPHARYNGITIS,0.30,15.26
ABNORMAL LABOUR,0.30,6.60
PHOTOPHOBIA,0.30,29.65
EYELIDS PRURITUS,0.30,12.32
TONGUE OEDEMA,0.30,30.72
PULSE ABNORMAL,0.30,18.15
DERMATITIS CONTACT,0.30,13.07
PSYCHOSEXUAL DISORDER,0.30,14.03
ERECTILE DYSFUNCTION,0.30,16.85
TOOTH HYPOPLASIA,0.30,0.39
DEHYDRATION,0.30,6.31
RED MAN SYNDROME,0.30,16.32
EXTENSOR PLANTAR RESPONSE,0.30,19.07
EAR INFECTION,0.30,1.21
CONJUNCTIVITIS INFECTIVE,0.30,10.51
POST PROCEDURAL PAIN,0.30,12.73
MUCOSAL INFLAMMATION,0.30,5.40
OLIGOMENORRHOEA,0.30,10.88
SENSATION OF FOREIGN BODY,0.30,4.25
TOOTH MALFORMATION,0.30,19.89
ENZYME INDUCTION,0.30,12.07
SKIN FRAGILITY,0.30,20.04
OBSESSIVE THOUGHTS,0.30,7.03
CHROMATURIA,0.30,30.38
PIGMENTATION DISORDER,0.30,5.83
INFUSION SITE REACTION,0.30,4.32
GROIN PAIN,0.30,4.40
SALIVARY GLAND PAIN,0.29,6.55
DEPRESSIVE SYMPTOM,0.29,7.85
TINNITUS,0.29,19.72
VITAMIN K DEFICIENCY,0.29,9.50
THERAPEUTIC RESPONSE INCREASED,0.29,10.42
ATTENTION DEFICIT/HYPERACTIVITY DISORDER,0.29,44.64
LOGORRHOEA,0.29,9.34
PERIPHERAL COLDNESS,0.29,4.60
TONSILLITIS,0.29,9.81
LACRIMATION DECREASED,0.29,12.43
JOINT RANGE OF MOTION DECREASED,0.29,18.20
LIVIDITY,0.29,7.97
INFLUENZA,0.29,17.96
HYPERVENTILATION,0.29,3.02
RASH MACULAR,0.29,12.48
VITAMIN B COMPLEX DEFICIENCY,0.29,14.02
EYE SWELLING,0.29,19.33
BLOOD UREA DECREASED,0.29,12.87
BURNING SENSATION,0.29,8.79
ANAL SKIN TAGS,0.29,4.16
DYSHIDROSIS,0.29,14.52
BACK PAIN,0.29,16.01
PROLONGED LABOUR,0.29,26.68
WHITE BLOOD CELL COUNT ABNORMAL,0.29,4.37
MYOPIA,0.29,35.71
KERATOCONJUNCTIVITIS SICCA,0.29,23.70
CERUMEN IMPACTION,0.29,18.74
NASAL POLYPS,0.29,14.21
EXCESSIVE GRANULATION TISSUE,0.29,9.01
INFLUENZA LIKE ILLNESS,0.29,3.25
NOCTURIA,0.29,10.11
SYMPATHOMIMETIC EFFECT,0.29,31.14
SOMNOLENCE,0.29,13.71
EYELID FUNCTION DISORDER,0.29,17.16
EYE INFLAMMATION,0.29,18.50
MOLLUSCUM CONTAGIOSUM,0.29,8.78
LIPOHYPERTROPHY,0.29,21.26
CYST,0.29,17.02
YELLOW SKIN,0.29,12.89
PARAESTHESIA ORAL,0.28,8.06
SKIN DISORDER,0.28,8.61
VERTIGO,0.28,6.17
ANORGASMIA,0.28,16.25
ACUTE TONSILLITIS,0.28,12.01
LOSS OF LIBIDO,0.28,3.40
MUSCULAR WEAKNESS,0.28,8.08
OBSTRUCTION,0.28,3.55
EYE MOVEMENT DISORDER,0.28,3.45
DERMATITIS,0.28,21.98
EYE INFECTION,0.28,2.42
EYE PAIN,0.28,10.47
MUSCLE SPASMS,0.28,5.94
GAIT DISTURBANCE,0.28,0.71
ECZEMA,0.28,6.58
RHINITIS ALLERGIC,0.28,9.41
NASAL DISORDER,0.28,32.60
TIC,0.28,1.15
MUSCLE ENZYME INCREASED,0.28,16.59
SUBCUTANEOUS NODULE,0.28,15.48
AZOOSPERMIA,0.28,12.43
LIP ULCERATION,0.28,3.70
FLUID RETENTION,0.28,13.66
EYE PRURITUS,0.28,16.42
PENILE DISCHARGE,0.28,2.77
BENIGN NEOPLASM OF SKIN,0.28,8.01
INJECTION SITE NODULE,0.28,12.11
IRON DEFICIENCY,0.28,4.41
URINE ANALYSIS ABNORMAL,0.28,10.24
MIGRAINE,0.28,4.22
KELOID SCAR,0.27,1.58
REBOUND EFFECT,0.27,11.74
TRICHORRHEXIS,0.27,11.54
SEXUAL DYSFUNCTION,0.27,5.70
PLEURAL RUB,0.27,15.99
CARPAL TUNNEL SYNDROME,0.27,3.88
WHITE BLOOD CELL COUNT INCREASED,0.27,4.77
CANDIDIASIS,0.27,14.87
VAGINAL DISCHARGE,0.27,4.83
UTERINE SPASM,0.27,14.85
GINGIVAL RECESSION,0.27,3.28
CHALAZION,0.27,5.56
KERATOSIS PILARIS,0.27,19.56
HYPOTRICHOSIS,0.27,4.75
JUDGEMENT IMPAIRED,0.27,11.79
UTERINE HYPERTONUS,0.27,12.27
BLADDER PAIN,0.27,1.71
AURICULAR SWELLING,0.27,17.98
EPISTAXIS,0.27,5.42
BREAST MALFORMATION,0.27,9.56
TENDON PAIN,0.27,3.84
ELECTROCARDIOGRAM PR INTERVAL,0.27,29.71
SLEEP PARALYSIS,0.27,20.15
LACRIMATION INCREASED,0.27,4.79
BRUXISM,0.27,6.89
PHOSPHENES,0.27,14.04
SOMNAMBULISM,0.27,1.90
EYELID RETRACTION,0.27,3.96
POSTURE ABNORMAL,0.27,30.12
ANTIBODY TEST POSITIVE,0.27,15.07
APGAR SCORE LOW,0.27,14.42
POST PROCEDURAL DIARRHOEA,0.27,15.61
RESPIRATORY DEPTH INCREASED,0.27,6.33
STRIDOR,0.27,3.98
WHEEZING,0.27,9.98
BALANCE DISORDER,0.27,2.52
HYPOGEUSIA,0.27,7.02
BLADDER IRRITATION,0.26,1.31
FEMALE SEXUAL DYSFUNCTION,0.26,3.40
PERSONALITY CHANGE,0.26,0.94
URTICARIA PHYSICAL,0.26,8.21
PHONOLOGICAL DISORDER,0.26,7.24
FAT TISSUE INCREASED,0.26,2.47
ANALGESIA,0.26,3.45
FUNGAL INFECTION,0.26,7.32
MALE SEXUAL DYSFUNCTION,0.26,10.49
FUNGAL SKIN INFECTION,0.26,8.04
NODULE,0.26,16.12
ABNORMAL WEIGHT GAIN,0.26,14.20
MASKED FACIES,0.26,5.99
ASTHENOPIA,0.26,9.28
VOMITING,0.26,14.10
ACQUIRED NIGHT BLINDNESS,0.26,9.20
PREMATURE EJACULATION,0.26,11.28
ELECTROLYTE IMBALANCE,0.26,13.62
PERSEVERATION,0.26,10.12
GENITAL RASH,0.26,9.47
HYPOVITAMINOSIS,0.26,11.05
VISION BLURRED,0.26,7.23
SEMEN ABNORMAL,0.26,10.42
EJACULATION DISORDER,0.26,9.03
EAR MALFORMATION,0.26,4.96
TOOTH INFECTION,0.26,4.33
MEAN CELL VOLUME INCREASED,0.26,20.53
PAIN OF SKIN,0.26,15.92
ABSCESS STERILE,0.26,4.81
PHOBIA,0.26,11.61
BLOOD GLUCOSE DECREASED,0.26,12.69
EYELID OEDEMA,0.25,11.84
MIDDLE EAR EFFUSION,0.25,25.17
MILIA,0.25,11.85
GINGIVAL BLISTER,0.25,24.35
DIARRHOEA,0.25,19.93
RETINAL PIGMENTATION,0.25,8.21
PROSTRATION,0.25,19.01
SWOLLEN TONGUE,0.25,13.14
REGRESSIVE BEHAVIOUR,0.25,1.90
ADJUSTMENT DISORDER,0.25,4.10
CHANGE OF BOWEL HABIT,0.25,47.45
BLOOD PRESSURE FLUCTUATION,0.25,7.35
LOW DENSITY LIPOPROTEIN INCREASED,0.25,21.31
SALIVARY GLAND DISORDER,0.25,1.67
ABDOMINAL PAIN,0.25,38.00
PROTEIN URINE ABSENT,0.25,6.49
FOETAL HEART RATE,0.25,4.91
TONGUE DISORDER,0.25,9.24
MELANODERMIA,0.25,14.61
INJECTION SITE MASS,0.25,18.35
SKIN ODOUR ABNORMAL,0.25,3.11
ONYCHOLYSIS,0.25,29.61
CHEST DISCOMFORT,0.25,15.14
CARBOHYDRATE TOLERANCE DECREASED,0.25,14.74
TOOTH DISORDER,0.24,7.27
URINARY HESITATION,0.24,7.70
RHINITIS,0.24,16.91
SWELLING FACE,0.24,8.83
DYSLEXIA,0.24,14.11
PURPURA,0.24,32.51
VITREOUS FLOATERS,0.24,9.64
SALIVARY DUCT OBSTRUCTION,0.24,14.60
NASAL OBSTRUCTION,0.24,1.14
EYE DISCHARGE,0.24,8.92
SWELLING,0.24,2.30
URINE COLOUR ABNORMAL,0.24,4.42
DISTURBANCE IN ATTENTION,0.24,29.89
INJECTION SITE INFLAMMATION,0.24,4.16
HEAD DISCOMFORT,0.24,27.73
ORAL DISORDER,0.24,8.23
BLOOD PRESSURE INCREASED,0.24,6.80
ASPIRATION,0.24,3.70
VISUAL ACUITY REDUCED,0.24,18.82
POSTNASAL DRIP,0.24,5.86
INFREQUENT BOWEL MOVEMENTS,0.24,11.91
ANXIETY,0.24,11.19
SKIN DEPIGMENTATION,0.24,6.32
CORNEAL STAINING,0.24,5.16
FUNGAL RASH,0.24,13.42
ORGASM ABNORMAL,0.23,2.42
MENOPAUSAL SYMPTOMS,0.23,24.26
KETOSIS,0.23,6.60
PETECHIAE,0.23,12.29
INITIAL INSOMNIA,0.23,8.28
EJACULATION FAILURE,0.23,23.31
SKIN CANDIDA,0.23,3.98
NASAL SINUS DRAINAGE,0.23,3.38
COMEDONE,0.23,24.00
LIPIDS INCREASED,0.23,17.43
COLOUR BLINDNESS,0.23,6.62
ECZEMA ASTEATOTIC,0.23,3.40
SPUTUM INCREASED,0.23,20.09
MUCOSAL DRYNESS,0.23,11.83
RASH VESICULAR,0.23,0.44
LENTICULAR PIGMENTATION,0.23,14.46
PROTEIN TOTAL DECREASED,0.23,1.69
PELVIC PAIN,0.23,0.98
BREAST ENGORGEMENT,0.23,7.15
SPEECH DISORDER,0.23,19.35
STOOLS WATERY,0.23,12.34
DRY EYE,0.23,5.44
SEASONAL ALLERGY,0.22,10.82
ELECTROCARDIOGRAM NORMAL,0.22,6.06
WEIGHT INCREASED,0.22,9.04
TRIGGER FINGER,0.22,0.76
JOINT SWELLING,0.22,14.90
HYPERHIDROSIS,0.22,7.21
DELAYED PUBERTY,0.22,15.97
LIP SWELLING,0.22,6.49
BLUNTED AFFECT,0.22,10.95
SKIN TURGOR DECREASED,0.22,4.52
ORAL PAIN,0.22,3.00
FLATULENCE,0.22,17.80
URINE ABNORMALITY,0.22,5.63
PROTRUSION TONGUE,0.22,8.22
PANIC ATTACK,0.22,7.63
NAIL HYPERTROPHY,0.22,13.57
ABDOMINAL DISCOMFORT,0.22,4.74
JOINT HYPEREXTENSION,0.22,5.45
XEROSIS,0.22,3.69
PRESSURE OF SPEECH,0.22,3.95
SUPPRESSED LACTATION,0.22,31.23
PAIN IN JAW,0.22,9.88
ALOPECIA,0.22,9.26
INJECTION SITE HYPERSENSITIVITY,0.22,2.78
CONSTIPATION,0.22,1.90
CONTRAST MEDIA REACTION,0.22,6.98
INJECTION SITE PAIN,0.22,8.97
FAT REDISTRIBUTION,0.21,5.73
PILOERECTION,0.21,8.50
NASAL DRYNESS,0.21,4.53
LIGHT ANAESTHESIA,0.21,5.36
RASH PSORIAFORM,0.21,11.23
JOINT STIFFNESS,0.21,1.27
PAPULE,0.21,26.94
TOOTHACHE,0.21,9.05
DERMAL CYST,0.21,7.96
REPETITIVE SPEECH,0.21,4.96
SINUS HEADACHE,0.21,14.16
HYPERTROPHIC SCAR,0.21,15.00
EARLY SATIETY,0.21,3.86
PUPILS UNEQUAL,0.21,5.45
DISORIENTATION,0.21,4.62
APPLICATION SITE ANAESTHESIA,0.21,36.96
ERUCTATION,0.21,3.18
VITAMIN B12 DEFICIENCY,0.21,0.86
VERBAL ABUSE,0.21,12.51
LACTOSE INTOLERANCE,0.21,7.33
DISINHIBITION,0.21,4.87
SINUS PAIN,0.21,19.70
ACROCHORDON,0.21,16.79
INFLAMMATION LOCALISED,0.21,7.03
TONGUE BLISTERING,0.20,7.83
SKIN HYPERPIGMENTATION,0.20,3.50
MACULE,0.20,8.32
PRODUCTIVE COUGH,0.20,3.43
REFLEXES ABNORMAL,0.20,8.07
EYELID IRRITATION,0.20,5.96
ANGER,0.20,2.27
URINE OUTPUT,0.20,12.24
SLEEP DISORDER,0.20,4.79
LABORATORY TEST ABNORMAL,0.20,12.41
LICHEN PLANUS,0.20,23.55
SINUSITIS,0.20,3.65
VAGINAL ODOUR,0.20,10.16
INSOMNIA,0.20,5.35
SINUS RHYTHM,0.20,5.10
PALLOR,0.20,13.57
FALL,0.20,25.61
BUNION,0.20,2.73
EYELID DISORDER,0.19,15.26
LETHARGY,0.19,4.81
BREAST SWELLING,0.19,26.97
WEIGHT FLUCTUATION,0.19,5.80
EAR PRURITUS,0.19,1.09
PREGNANCY TEST FALSE POSITIVE,0.19,2.88
SKIN IRRITATION,0.19,4.70
ERECTION INCREASED,0.19,4.10
TONGUE COATED,0.19,4.85
FAT INTOLERANCE,0.19,0.98
ABDOMINAL TENDERNESS,0.19,6.05
HAIR DISORDER,0.19,5.88
HOARSENESS,0.19,2.66
ACNE,0.19,9.35
FURUNCLE,0.19,0.03
SKIN NODULE,0.19,4.08
BREAST TENDERNESS,0.19,8.05
MYDRIASIS,0.19,21.08
ROSACEA,0.19,18.35
MUSCLE TWITCHING,0.19,5.43
HAEMOGLOBIN INCREASED,0.18,3.08
EAR DISCOMFORT,0.18,6.59
CLAUSTROPHOBIA,0.18,4.21
HYPERVIGILANCE,0.18,1.64
FEELING OF DESPAIR,0.18,20.77
SKIN STRIAE,0.18,16.18
URINE OUTPUT INCREASED,0.18,8.31
EYELID PAIN,0.18,10.35
GROWTH ACCELERATED,0.18,14.40
LOCALISED SKIN REACTION,0.18,5.71
CELLS IN URINE,0.18,11.14
EYE ALLERGY,0.18,8.22
MENOPAUSAL DISORDER,0.18,20.10
SENSITISATION,0.18,9.29
COLD SWEAT,0.18,5.39
EAR PAIN,0.18,9.35
SALIVARY HYPERSECRETION,0.18,17.72
LIP BLISTER,0.18,1.55
EMOTIONAL DISTRESS,0.18,3.37
DRY THROAT,0.18,5.19
DISTURBANCE IN SEXUAL AROUSAL,0.18,7.19
APPLICATION SITE REACTION,0.18,9.72
DEPENDENCE,0.18,2.45
FLAT AFFECT,0.18,15.18
FACIAL PAIN,0.18,5.86
MENSTRUATION IRREGULAR,0.18,8.11
CHILLS,0.17,5.67
URINE FLOW DECREASED,0.17,0.98
DIZZINESS,0.17,8.55
IRRITABILITY,0.17,3.26
SLUGGISHNESS,0.17,2.81
BINGE EATING,0.17,11.24
DERMATITIS DIAPER,0.17,0.82
NAIL INFECTION,0.17,21.59
HALITOSIS,0.17,13.42
SKIN TIGHTNESS,0.17,2.70
INJECTION SITE REACTION,0.17,2.00
APATHY,0.17,5.68
NAIL DYSTROPHY,0.17,5.14
SEDATION,0.17,3.39
MUSCLE FATIGUE,0.17,5.36
DROOLING,0.17,4.13
NIGHTMARE,0.17,1.72
BREAST DISCHARGE,0.17,5.09
SENSE OF OPPRESSION,0.17,7.68
VEIN DISCOLOURATION,0.17,17.97
TEMPERATURE INTOLERANCE,0.16,15.61
MARKEDLY REDUCED DIETARY INTAKE,0.16,4.90
LOW SET EARS,0.16,8.62
SUSPICIOUSNESS,0.16,7.44
AURA,0.16,43.42
NAUSEA,0.16,22.76
TEARFULNESS,0.16,4.69
SINUS CONGESTION,0.16,2.77
HAIR TEXTURE ABNORMAL,0.16,5.78
EYE REDNESS,0.16,5.27
DENTAL PLAQUE,0.16,9.18
VARICOSE VEIN,0.16,6.06
DRUG TOLERANCE,0.16,2.99
HEAT RASH,0.16,17.78
CLUMSINESS,0.16,2.16
ENLARGED CLITORIS,0.16,37.29
MUCOUS STOOLS,0.16,5.39
INFLAMMATION,0.16,1.17
TENSION HEADACHE,0.16,5.65
HAIR COLOUR CHANGES,0.16,7.46
RASH,0.15,1.35
BOWEL SOUNDS ABNORMAL,0.15,2.00
WOUND SECRETION,0.15,0.89
RASH FOLLICULAR,0.15,0.12
GRIMACING,0.15,4.30
NIGHT CRAMPS,0.15,9.96
DEPRESSED MOOD,0.15,16.20
RASH GENERALISED,0.15,3.86
COUGH,0.15,3.82
THIRST,0.15,4.55
TENDERNESS,0.15,18.16
RASH SCALY,0.14,0.14
DRY SKIN,0.14,1.71
FLASHBACK,0.14,0.74
MOOD SWINGS,0.14,6.83
HICCUPS,0.14,26.92
EJACULATION DELAYED,0.14,7.46
NECK PAIN,0.14,4.72
ABNORMAL FAECES,0.14,22.77
BLADDER DISCOMFORT,0.14,8.44
SENSATION OF PRESSURE,0.14,1.58
DANDRUFF,0.14,7.38
HOSTILITY,0.14,1.81
PLATELET COUNT NORMAL,0.14,6.24
PATHOLOGICAL GAMBLING,0.14,2.89
THROAT IRRITATION,0.14,11.33
INCREASED TENDENCY TO BRUISE,0.14,3.79
STARING,0.14,10.72
SENSATION OF BLOCK IN EAR,0.14,1.49
STICKY SKIN,0.13,20.67
INJECTION SITE BRUISING,0.13,11.65
LIBIDO DECREASED,0.13,6.51
SKIN DISCOLOURATION,0.13,3.91
FLUID INTAKE REDUCED,0.13,2.02
CONTACT LENS INTOLERANCE,0.13,5.67
CULTURE POSITIVE,0.13,6.12
MENSTRUATION DELAYED,0.13,6.07
PREGNANCY TEST POSITIVE,0.13,7.04
SALIVA ALTERED,0.13,8.23
BREAST ENLARGEMENT,0.13,1.25
HEADACHE,0.13,3.39
MUSCLE TIGHTNESS,0.13,3.07
NASAL INFLAMMATION,0.13,3.53
YELLOW NAIL SYNDROME,0.13,5.90
FEELING JITTERY,0.13,3.34
PREMENSTRUAL SYNDROME,0.13,11.73
URINE ODOUR ABNORMAL,0.13,2.29
PUBERTY,0.13,2.28
BUTTOCK PAIN,0.13,3.12
BREAST PAIN,0.12,5.49
SUPERNUMERARY NIPPLE,0.12,4.62
FLUSHING,0.12,0.65
TENSION,0.12,4.34
TONGUE GEOGRAPHIC,0.12,0.43
SENSATION OF HEAVINESS,0.12,3.01
WEIGHT DECREASED,0.12,5.06
SKIN EXFOLIATION,0.12,10.01
INCREASED APPETITE,0.12,1.13
LIVER FUNCTION TEST NORMAL,0.12,5.76
TONGUE DISCOLOURATION,0.12,3.76
EPHELIDES,0.12,0.62
COUGH DECREASED,0.12,4.30
TONGUE SPASM,0.12,0.72
SHOULDER PAIN,0.12,3.63
MUSCLE MASS,0.11,2.51
BREATH HOLDING,0.11,2.28
BREAST DISCOMFORT,0.11,6.07
LIP DRY,0.11,0.07
YAWNING,0.11,3.43
NIPPLE PAIN,0.11,8.97
MOTION SICKNESS,0.11,4.01
SNEEZING,0.11,3.10
PREGNANCY TEST NEGATIVE,0.11,7.94
SKIN WARM,0.11,2.93
FASTING,0.11,3.70
NAIL DISCOLOURATION,0.11,4.41
EAR CONGESTION,0.10,7.12
OILY SKIN,0.10,0.39
TOOTH DISCOLOURATION,0.10,0.18
ABNORMAL DREAMS,0.10,2.41
SCAR,0.10,20.97
SKIN WRINKLING,0.09,6.87
FATIGUE,0.09,6.70
SENSITIVITY OF TEETH,0.09,6.28
ENERGY INCREASED,0.09,3.40
STRESS,0.09,0.76
EYE IRRITATION,0.09,2.37
FAECES DISCOLOURED,0.09,0.10
LIBIDO INCREASED,0.08,2.90
HANGOVER,0.08,9.03
NAIL DISORDER,0.08,7.10
HUNGER,0.08,0.35
HYPERSEXUALITY,0.08,4.38
GROWTH OF EYELASHES,0.08,2.95
EYE ROLLING,0.07,15.82
NIGHT SWEATS,0.07,0.48
CHAPPED LIPS,0.07,0.02
NASAL CONGESTION,0.07,4.20
AGITATION,0.07,3.42
EXCITABILITY,0.06,1.54
BREATH ODOUR,0.06,0.13
HAIR GROWTH ABNORMAL,0.06,4.45
HOT FLUSH,0.06,5.52
SLEEP TALKING,0.06,0.10
BLISTER,0.05,6.10
TONGUE DRY,0.05,0.15
MOANING,0.05,0.03
DISCOMFORT,0.04,0.03
DECREASED APPETITE,0.04,9.47
DRY MOUTH,0.04,4.04
EARLY MORNING AWAKENING,0.03,0.22
EUPHORIC MOOD,0.03,1.44
ELEVATED MOOD,0.01,4.85
